time,AT,BE,BG,CZ,CH,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LV,NL,NO,PL,PT,RO,SE,SI,SK
57,0.3194888178913738,0.28169014084507044,0.3389830508474576,0.33783783783783783,0.2898550724637681,0.3021148036253776,0.3278688524590164,0.31347962382445144,0.3021148036253776,0.3205128205128205,0.2824858757062147,0.2857142857142857,0.2617801047120419,0.28901734104046245,0.32573289902280134,0.303951367781155,0.2597402597402597,0.33112582781456956,0.3215434083601286,0.27322404371584696,0.33112582781456956,0.33112582781456956,0.29325513196480935,0.3460207612456747,0.32894736842105265,0.28735632183908044,0.341296928327645
58,0.30959752321981426,0.2777777777777778,0.33783783783783783,0.3246753246753247,0.2824858757062147,0.2898550724637681,0.3194888178913738,0.31446540880503143,0.29411764705882354,0.3194888178913738,0.27624309392265195,0.28328611898017,0.2610966057441253,0.27932960893854747,0.31347962382445144,0.3048780487804878,0.2577319587628866,0.32894736842105265,0.32573289902280134,0.2717391304347826,0.33112582781456956,0.3184713375796178,0.28328611898017,0.3448275862068966,0.32679738562091504,0.2840909090909091,0.3333333333333333
59,0.30303030303030304,0.2747252747252747,0.33783783783783783,0.31545741324921134,0.2777777777777778,0.2824858757062147,0.3125,0.31545741324921134,0.28901734104046245,0.3184713375796178,0.27322404371584696,0.28169014084507044,0.2610966057441253,0.273972602739726,0.3058103975535168,0.3048780487804878,0.25641025641025644,0.33444816053511706,0.3278688524590164,0.2710027100271003,0.33003300330033003,0.31347962382445144,0.2747252747252747,0.3460207612456747,0.32573289902280134,0.2808988764044944,0.32894736842105265
60,0.30120481927710846,0.2747252747252747,0.3389830508474576,0.31347962382445144,0.2777777777777778,0.2808988764044944,0.3076923076923077,0.31746031746031744,0.2849002849002849,0.31746031746031744,0.27322404371584696,0.2808988764044944,0.26246719160104987,0.2710027100271003,0.3048780487804878,0.30303030303030304,0.25641025641025644,0.3401360544217687,0.33003300330033003,0.2724795640326976,0.32894736842105265,0.3184713375796178,0.27027027027027023,0.35211267605633806,0.32573289902280134,0.2801120448179272,0.32894736842105265
61,0.3048780487804878,0.27932960893854747,0.3401360544217687,0.3246753246753247,0.2808988764044944,0.28901734104046245,0.3076923076923077,0.3194888178913738,0.28328611898017,0.31746031746031744,0.27624309392265195,0.28169014084507044,0.26525198938992045,0.27322404371584696,0.31347962382445144,0.30303030303030304,0.25641025641025644,0.3448275862068966,0.33222591362126247,0.2770083102493075,0.32679738562091504,0.33112582781456956,0.267379679144385,0.35714285714285715,0.32573289902280134,0.2801120448179272,0.33557046979865773
62,0.3125,0.29069767441860467,0.3401360544217687,0.33444816053511706,0.28901734104046245,0.29940119760479045,0.3076923076923077,0.3205128205128205,0.2857142857142857,0.31746031746031744,0.28653295128939826,0.2849002849002849,0.26666666666666666,0.27624309392265195,0.3225806451612903,0.303951367781155,0.25839793281653745,0.3496503496503497,0.33444816053511706,0.2849002849002849,0.32573289902280134,0.341296928327645,0.26595744680851063,0.36101083032490977,0.32573289902280134,0.2824858757062147,0.341296928327645
63,0.3164556962025316,0.30120481927710846,0.341296928327645,0.341296928327645,0.2949852507374631,0.3058103975535168,0.3076923076923077,0.3225806451612903,0.3021148036253776,0.31746031746031744,0.29850746268656714,0.29069767441860467,0.26666666666666666,0.2777777777777778,0.33112582781456956,0.3048780487804878,0.2597402597402597,0.35335689045936397,0.33670033670033667,0.29154518950437314,0.3236245954692557,0.3496503496503497,0.26525198938992045,0.36363636363636365,0.3246753246753247,0.2824858757062147,0.3436426116838488
64,0.31746031746031744,0.30864197530864196,0.341296928327645,0.3448275862068966,0.29940119760479045,0.3105590062111801,0.3067484662576687,0.3246753246753247,0.31347962382445144,0.3184713375796178,0.3067484662576687,0.29673590504451036,0.26666666666666666,0.2785515320334262,0.3389830508474576,0.3048780487804878,0.2604166666666667,0.35714285714285715,0.3401360544217687,0.29673590504451036,0.3225806451612903,0.35587188612099646,0.26666666666666666,0.3663003663003663,0.3236245954692557,0.2824858757062147,0.3448275862068966
65,0.31746031746031744,0.31446540880503143,0.341296928327645,0.3472222222222222,0.30303030303030304,0.31446540880503143,0.3058103975535168,0.32679738562091504,0.3194888178913738,0.3184713375796178,0.31347962382445144,0.3003003003003003,0.26666666666666666,0.27932960893854747,0.3448275862068966,0.30303030303030304,0.2604166666666667,0.36101083032490977,0.3460207612456747,0.3021148036253776,0.3215434083601286,0.3597122302158274,0.2680965147453083,0.36900369003690037,0.3225806451612903,0.2824858757062147,0.3448275862068966
66,0.3205128205128205,0.3205128205128205,0.3424657534246575,0.3496503496503497,0.3058103975535168,0.3184713375796178,0.30303030303030304,0.32894736842105265,0.3246753246753247,0.3194888178913738,0.3184713375796178,0.303951367781155,0.26666666666666666,0.2801120448179272,0.3484320557491289,0.29940119760479045,0.2610966057441253,0.3623188405797102,0.3508771929824561,0.3067484662576687,0.3205128205128205,0.36363636363636365,0.2680965147453083,0.3717472118959108,0.3205128205128205,0.28169014084507044,0.3460207612456747
67,0.3194888178913738,0.32573289902280134,0.3436426116838488,0.3508771929824561,0.3067484662576687,0.3225806451612903,0.3021148036253776,0.33112582781456956,0.32679738562091504,0.3194888178913738,0.3236245954692557,0.3067484662576687,0.2680965147453083,0.2808988764044944,0.3496503496503497,0.2949852507374631,0.2610966057441253,0.36496350364963503,0.3546099290780142,0.3105590062111801,0.3194888178913738,0.36363636363636365,0.267379679144385,0.3731343283582089,0.3194888178913738,0.2808988764044944,0.3484320557491289
68,0.3194888178913738,0.33112582781456956,0.3448275862068966,0.35211267605633806,0.3076923076923077,0.32679738562091504,0.30120481927710846,0.3333333333333333,0.32894736842105265,0.3194888178913738,0.3278688524590164,0.30864197530864196,0.27027027027027023,0.2808988764044944,0.3508771929824561,0.2898550724637681,0.2617801047120419,0.3676470588235294,0.3597122302158274,0.31545741324921134,0.3184713375796178,0.36496350364963503,0.267379679144385,0.37593984962406013,0.31746031746031744,0.28169014084507044,0.3484320557491289
69,0.3205128205128205,0.33557046979865773,0.3448275862068966,0.35335689045936397,0.30959752321981426,0.33003300330033003,0.30120481927710846,0.33670033670033667,0.33222591362126247,0.3194888178913738,0.33112582781456956,0.30864197530864196,0.2710027100271003,0.2840909090909091,0.3508771929824561,0.2849002849002849,0.2631578947368421,0.36900369003690037,0.36363636363636365,0.3205128205128205,0.31746031746031744,0.3663003663003663,0.26666666666666666,0.3787878787878788,0.31545741324921134,0.28169014084507044,0.3484320557491289
70,0.3215434083601286,0.341296928327645,0.3460207612456747,0.3546099290780142,0.31347962382445144,0.33557046979865773,0.303951367781155,0.3389830508474576,0.3333333333333333,0.3194888178913738,0.33670033670033667,0.3076923076923077,0.2717391304347826,0.28653295128939826,0.35335689045936397,0.2824858757062147,0.2631578947368421,0.3717472118959108,0.3663003663003663,0.32573289902280134,0.31545741324921134,0.36900369003690037,0.267379679144385,0.3802281368821293,0.31347962382445144,0.2824858757062147,0.3496503496503497
71,0.32573289902280134,0.3460207612456747,0.3472222222222222,0.35714285714285715,0.3184713375796178,0.3389830508474576,0.3076923076923077,0.3424657534246575,0.3333333333333333,0.3184713375796178,0.3389830508474576,0.3067484662576687,0.2717391304347826,0.2881844380403458,0.3546099290780142,0.27932960893854747,0.2638522427440633,0.37453183520599254,0.36900369003690037,0.33112582781456956,0.31545741324921134,0.36900369003690037,0.2680965147453083,0.38167938931297707,0.3115264797507788,0.2824858757062147,0.3496503496503497
72,0.3278688524590164,0.3496503496503497,0.3472222222222222,0.3597122302158274,0.3184713375796178,0.3424657534246575,0.3105590062111801,0.3472222222222222,0.3333333333333333,0.3184713375796178,0.3401360544217687,0.3058103975535168,0.2710027100271003,0.28901734104046245,0.35714285714285715,0.2770083102493075,0.2638522427440633,0.37735849056603776,0.3717472118959108,0.33670033670033667,0.31446540880503143,0.37037037037037035,0.2680965147453083,0.38167938931297707,0.3105590062111801,0.2824858757062147,0.3508771929824561
73,0.33003300330033003,0.35335689045936397,0.3484320557491289,0.36363636363636365,0.3184713375796178,0.3448275862068966,0.31347962382445144,0.35211267605633806,0.33222591362126247,0.3184713375796178,0.341296928327645,0.3048780487804878,0.27027027027027023,0.2898550724637681,0.35842293906810035,0.2747252747252747,0.2638522427440633,0.3802281368821293,0.3731343283582089,0.3424657534246575,0.31446540880503143,0.3717472118959108,0.26666666666666666,0.38167938931297707,0.30959752321981426,0.2824858757062147,0.3508771929824561
74,0.33112582781456956,0.35587188612099646,0.3496503496503497,0.3663003663003663,0.3194888178913738,0.3472222222222222,0.31545741324921134,0.3546099290780142,0.33003300330033003,0.3184713375796178,0.341296928327645,0.303951367781155,0.2695417789757412,0.29069767441860467,0.35842293906810035,0.2717391304347826,0.2638522427440633,0.3846153846153846,0.37593984962406013,0.3472222222222222,0.31545741324921134,0.3717472118959108,0.26525198938992045,0.38167938931297707,0.3105590062111801,0.2824858757062147,0.3508771929824561
75,0.33112582781456956,0.35714285714285715,0.3496503496503497,0.36900369003690037,0.3215434083601286,0.3508771929824561,0.31446540880503143,0.35335689045936397,0.3278688524590164,0.31746031746031744,0.3424657534246575,0.3021148036253776,0.2680965147453083,0.29069767441860467,0.3597122302158274,0.2695417789757412,0.2638522427440633,0.38910505836575876,0.37593984962406013,0.3508771929824561,0.3205128205128205,0.37453183520599254,0.2638522427440633,0.3831417624521073,0.3105590062111801,0.2824858757062147,0.35211267605633806
76,0.33112582781456956,0.3597122302158274,0.3496503496503497,0.37037037037037035,0.3225806451612903,0.35335689045936397,0.31446540880503143,0.3508771929824561,0.32679738562091504,0.31545741324921134,0.3424657534246575,0.3003003003003003,0.267379679144385,0.29069767441860467,0.3597122302158274,0.2680965147453083,0.2638522427440633,0.3921568627450981,0.37735849056603776,0.35335689045936397,0.3225806451612903,0.37735849056603776,0.2617801047120419,0.3831417624521073,0.3115264797507788,0.28328611898017,0.35211267605633806
77,0.33112582781456956,0.36101083032490977,0.3496503496503497,0.3717472118959108,0.3225806451612903,0.35587188612099646,0.31545741324921134,0.3496503496503497,0.32679738562091504,0.31446540880503143,0.3424657534246575,0.29940119760479045,0.26666666666666666,0.29239766081871343,0.3597122302158274,0.267379679144385,0.2645502645502646,0.390625,0.3731343283582089,0.35587188612099646,0.3246753246753247,0.37735849056603776,0.2604166666666667,0.3802281368821293,0.3115264797507788,0.28328611898017,0.35211267605633806
78,0.3246753246753247,0.36101083032490977,0.3484320557491289,0.3676470588235294,0.3194888178913738,0.35587188612099646,0.31746031746031744,0.3496503496503497,0.32679738562091504,0.31347962382445144,0.341296928327645,0.2976190476190476,0.26525198938992045,0.28901734104046245,0.35587188612099646,0.26881720430107525,0.26246719160104987,0.38759689922480617,0.36900369003690037,0.35714285714285715,0.32573289902280134,0.3717472118959108,0.2597402597402597,0.37735849056603776,0.31347962382445144,0.2808988764044944,0.3508771929824561
79,0.31446540880503143,0.35587188612099646,0.3484320557491289,0.35211267605633806,0.3048780487804878,0.3448275862068966,0.3164556962025316,0.3472222222222222,0.3164556962025316,0.3125,0.33222591362126247,0.29673590504451036,0.2631578947368421,0.2824858757062147,0.3496503496503497,0.27027027027027023,0.2590673575129534,0.3787878787878788,0.36363636363636365,0.35335689045936397,0.32573289902280134,0.36101083032490977,0.2597402597402597,0.3717472118959108,0.31347962382445144,0.2777777777777778,0.3460207612456747
80,0.303951367781155,0.3448275862068966,0.3472222222222222,0.3333333333333333,0.28653295128939826,0.32679738562091504,0.31446540880503143,0.3448275862068966,0.3048780487804878,0.3105590062111801,0.3205128205128205,0.2958579881656805,0.26246719160104987,0.27548209366391185,0.3389830508474576,0.27322404371584696,0.25641025641025644,0.36900369003690037,0.36101083032490977,0.3436426116838488,0.3236245954692557,0.3472222222222222,0.25839793281653745,0.36900369003690037,0.3125,0.2724795640326976,0.3389830508474576
81,0.29325513196480935,0.3278688524590164,0.3472222222222222,0.31347962382445144,0.2710027100271003,0.3067484662576687,0.3115264797507788,0.3424657534246575,0.2898550724637681,0.30959752321981426,0.3058103975535168,0.2949852507374631,0.2610966057441253,0.2680965147453083,0.32573289902280134,0.2747252747252747,0.2544529262086514,0.3597122302158274,0.35714285714285715,0.32894736842105265,0.3225806451612903,0.3333333333333333,0.25641025641025644,0.3663003663003663,0.3115264797507788,0.267379679144385,0.33112582781456956
82,0.28328611898017,0.3115264797507788,0.3472222222222222,0.29850746268656714,0.26246719160104987,0.2898550724637681,0.30864197530864196,0.3401360544217687,0.2777777777777778,0.30864197530864196,0.29154518950437314,0.29325513196480935,0.2610966057441253,0.26246719160104987,0.3164556962025316,0.2724795640326976,0.25380710659898476,0.35587188612099646,0.3546099290780142,0.31347962382445144,0.3225806451612903,0.3215434083601286,0.25510204081632654,0.36496350364963503,0.3115264797507788,0.2638522427440633,0.3246753246753247
83,0.2777777777777778,0.3003003003003003,0.3484320557491289,0.2898550724637681,0.2610966057441253,0.2785515320334262,0.3067484662576687,0.33783783783783783,0.26881720430107525,0.30959752321981426,0.2808988764044944,0.29069767441860467,0.2617801047120419,0.2590673575129534,0.30959752321981426,0.2710027100271003,0.2531645569620253,0.36101083032490977,0.35335689045936397,0.30303030303030304,0.3225806451612903,0.31545741324921134,0.25380710659898476,0.36496350364963503,0.3125,0.2617801047120419,0.3215434083601286
84,0.27548209366391185,0.29325513196480935,0.3496503496503497,0.29069767441860467,0.2617801047120419,0.2747252747252747,0.30864197530864196,0.33670033670033667,0.2645502645502646,0.30959752321981426,0.273972602739726,0.2881844380403458,0.26246719160104987,0.25839793281653745,0.3067484662576687,0.26881720430107525,0.2531645569620253,0.36496350364963503,0.35335689045936397,0.29673590504451036,0.3225806451612903,0.31746031746031744,0.25252525252525254,0.36900369003690037,0.3164556962025316,0.2610966057441253,0.3205128205128205
85,0.2808988764044944,0.29154518950437314,0.3508771929824561,0.3021148036253776,0.2645502645502646,0.28169014084507044,0.31545741324921134,0.33557046979865773,0.26246719160104987,0.3105590062111801,0.2710027100271003,0.2849002849002849,0.26525198938992045,0.2617801047120419,0.3105590062111801,0.2680965147453083,0.25380710659898476,0.3676470588235294,0.3546099290780142,0.29411764705882354,0.3225806451612903,0.3278688524590164,0.2518891687657431,0.3731343283582089,0.3205128205128205,0.2645502645502646,0.3236245954692557
